1,2,0
5,1,3
7,1,1
8,2,0
15,1,1
17,3,0
19,1,0
21,2,2
23,2,0
25,1,0
3,1,9
34,1,2
35,1,0
44,1,8
892,2,0
4,6,3
179,2,2
841,1,0
846,6,2
847,6,1
852,6,5
854,6,4
855,6,4
395,4,1
857,1,2
2394,1,0
6,2,1
114,2,1
411,1,0
900,2,0
2393,2,2
2395,2,1
563,1,0
564,1,0
9,8,1
280,10,0
299,4,0
441,1,0
442,1,0
450,1,0
460,4,0
485,2,0
759,1,0
765,4,0
806,1,0
807,1,0
1313,7,0
1365,3,0
1997,1,0
2004,1,0
2005,7,1
2059,1,0
2100,1,0
2161,1,0
2173,1,0
2207,3,0
2212,6,0
2213,1,0
2215,6,0
2229,2,0
2230,8,2
2242,2,0
2260,5,0
2261,5,0
2262,5,0
2413,1,0
2468,5,0
2509,3,0
2519,3,0
2556,1,0
2596,5,2
2704,1,0
2705,1,0
2740,3,0
2741,3,0
2764,1,0
2765,1,0
2770,5,0
2771,4,0
2778,1,0
2841,1,0
2868,1,0
2871,2,0
2880,1,0
2881,1,0
2888,1,0
2891,3,1
2894,2,0
2900,1,0
2901,3,0
2902,2,0
2905,1,0
2921,1,0
2923,1,2
2926,1,0
2931,1,0
2933,1,0
2934,1,0
2939,1,0
2940,1,0
2942,2,0
2943,2,0
2949,2,0
2951,2,0
2954,1,0
2958,1,0
2959,1,0
2963,5,2
2964,5,0
2965,5,0
2966,5,1
2967,6,0
2968,3,0
2972,1,0
2973,2,0
2974,1,0
2977,1,0
2978,9,0
2979,8,0
2983,2,0
2988,1,0
2998,4,0
2999,3,0
3000,3,0
3002,1,2
3004,1,0
3006,1,0
3018,1,0
3031,1,0
3035,2,0
3040,1,0
3041,1,0
3042,1,0
3046,8,0
3047,1,0
3048,1,0
3049,3,0
3053,1,0
3055,2,0
3065,4,0
3068,1,0
3070,3,0
3071,3,0
3074,3,0
3081,7,1
3087,2,0
3098,6,0
3117,1,0
3118,1,0
3126,6,0
3136,2,0
3137,8,0
3138,8,0
3145,2,0
3147,5,0
3153,1,0
3154,1,0
3155,1,0
3156,1,0
3159,1,0
3162,1,0
3164,6,0
3165,6,0
3166,6,0
3167,6,0
3171,7,0
3172,7,0
3173,1,0
3174,8,2
3183,3,0
3192,1,0
3193,1,0
3197,2,0
3200,1,0
3204,4,0
3205,4,0
3207,1,0
3221,1,0
3222,1,0
3224,1,0
3225,3,0
3228,8,0
3230,1,0
3234,2,0
3235,1,0
3237,8,0
3243,1,0
3252,2,0
3253,3,0
3255,1,0
3257,1,0
3258,1,0
3259,1,0
3267,1,0
3271,1,0
3273,1,1
3275,1,0
3286,3,0
3288,1,0
3291,8,0
3295,6,0
3297,6,0
3298,6,0
3299,3,0
3321,7,0
3322,7,0
3323,7,0
3326,1,1
3327,1,0
3328,1,0
3337,3,0
3341,7,0
3342,7,0
