22	36
11	13
13	399
13	207
11	399
11	207
207	399
11	19
11	142
19	142
19	26
19	73
26	73
12	95
31	70
31	1402
70	1402
33	574
33	566
566	574
11	33
33	11179
11	11179
51	70
70	139
70	7892
51	139
51	7892
139	7892
106	123
26	399
34	64
11	102
11	45
10	11
45	102
10	102
10	45
9	9
9	272
9	2191
272	2191
36	105
10	36
10	105
24	198
24	216
24	174591
198	216
198	174591
216	174591
3	26
26	368
3	368
26	52
26	588
26	11684
26	17289
52	588
52	11684
52	17289
588	11684
588	17289
11684	17289
5	5
5	123
5	143
5	142
5	2933
5	59733
5	33847
123	143
123	142
123	2933
123	59733
123	33847
142	143
143	2933
143	59733
143	33847
142	2933
142	59733
142	33847
2933	59733
2933	33847
33847	59733
134	5372
72	126
72	143
72	159
72	193
72	142
72	81
72	883
72	703
126	143
126	159
126	193
126	142
81	126
126	883
126	703
143	159
143	193
81	143
143	883
143	703
159	193
142	159
81	159
159	883
159	703
142	193
81	193
193	883
193	703
81	142
142	883
142	703
81	883
81	703
703	883
73	81
81	94
81	132
81	140
73	94
73	132
73	140
73	143
94	132
94	140
94	143
132	140
132	143
140	143
81	103
103	110
103	2150
81	110
81	2150
110	2150
112	813
36	51
10	51
101	102
101	206
101	23486
101	52293
102	206
102	23486
102	52293
206	23486
206	52293
23486	52293
106	938
15	103
15	162
15	36
15	1120
15	2064
103	162
36	103
103	1120
103	2064
36	162
162	1120
162	2064
36	1120
36	2064
1120	2064
26	236
26	199
199	236
236	368
199	368
45	65
45	17077
65	17077
107	112
112	120
107	120
103	1675
103	984
15	81
81	1675
81	984
15	1675
15	984
984	1675
12	72
72	198
72	740
72	6937
12	198
12	740
12	6937
198	740
198	6937
740	6937
94	103
10	94
10	103
3	30
12	131
12	26
12	1413
26	131
131	1413
26	1413
140	144
3	140
140	588
140	696
140	857
140	17703
140	15600
3	144
144	588
144	696
144	857
144	17703
144	15600
3	588
3	696
3	857
3	17703
3	15600
588	696
588	857
588	17703
588	15600
696	857
696	17703
696	15600
857	17703
857	15600
15600	17703
132	139
139	143
9	139
139	331
9	132
132	331
9	143
143	331
9	331
106	665
106	305
305	665
10	106
21	106
106	295
106	199
10	21
10	295
10	199
21	295
21	199
199	295
10	15
10	139
10	165
10	347
10	81
15	139
15	165
15	347
139	165
139	347
81	139
165	347
81	165
81	347
11	139
9	11
51	2064
2064	2064
25	143
143	3149
143	2654
25	81
9	81
81	3149
81	2654
9	25
25	3149
25	2654
9	3149
9	2654
2654	3149
3	106
106	245
106	271
106	212
106	5184
3	245
3	271
3	212
3	5184
245	271
212	245
245	5184
212	271
271	5184
212	5184
3	10
3	27056
3	182
3	142
3	12
3	813
3	54969
10	27056
10	182
10	142
10	12
10	813
10	54969
182	27056
142	27056
12	27056
813	27056
27056	54969
142	182
12	182
182	813
182	54969
12	142
142	813
142	54969
12	813
12	54969
813	54969
143	168
11	143
11	2542
11	2377
143	2542
143	2377
2377	2542
51	196
51	399
196	399
103	143
143	213
143	305
143	399
143	161
143	483
143	965
143	740
143	18175
143	92873
103	213
103	305
103	399
103	161
103	483
103	965
103	740
103	18175
103	92873
213	305
213	399
161	213
213	483
213	965
213	740
213	18175
213	92873
305	399
305	305
161	305
305	483
305	965
305	740
305	18175
305	92873
161	399
399	483
399	965
399	740
399	18175
399	92873
161	483
161	965
161	740
161	18175
161	92873
483	965
483	740
483	18175
483	92873
740	965
965	18175
965	92873
740	18175
740	92873
18175	92873
21	131
131	172
131	230
131	274
131	222
12	21
21	172
21	230
21	274
21	222
12	172
12	230
12	274
12	222
172	230
172	274
172	222
230	274
222	230
222	274
143	225
10	143
106	143
106	230
143	230
143	1397
131	143
143	38236
740	1397
131	740
740	38236
131	1397
1397	38236
131	38236
12	213
12	161
103	230
10	857
10	5855
10	15957
11	12
12	857
12	5855
12	15957
11	857
11	5855
11	15957
857	5855
857	15957
5855	15957
9	213
9	218
9	198
9	131
9	230
9	1498
9	330
9	18103
9	41040
213	218
198	213
131	213
213	230
213	1498
213	330
213	331
213	18103
213	41040
198	218
131	218
218	230
218	1498
218	330
218	331
218	18103
218	41040
131	198
198	230
198	1498
198	330
198	331
198	18103
198	41040
131	1498
131	330
131	331
131	18103
131	41040
230	1498
230	330
230	331
230	18103
230	41040
330	1498
331	1498
1498	18103
1498	41040
330	331
330	18103
330	41040
331	18103
331	41040
18103	41040
106	220
94	106
106	106
106	265
106	294
106	1129
106	6981
106	11691
10	220
10	265
10	294
10	305
10	1129
10	6981
10	11691
94	220
220	265
220	294
220	305
220	1129
220	6981
220	11691
94	265
94	294
94	305
94	1129
94	6981
94	11691
265	294
265	305
265	1129
265	6981
265	11691
294	305
294	1129
294	6981
294	11691
305	1129
305	6981
305	11691
1129	6981
1129	11691
6981	11691
94	243
103	243
105	143
105	131
105	196
105	237
105	235893
143	196
143	237
143	235893
131	196
131	237
131	235893
196	237
196	235893
237	235893
6	143
81	105
81	318999
105	318999
106	131
103	131
131	162
131	199
131	243
131	566
131	305
131	2064
131	1129
131	1504
131	5439
131	4096
131	4012
131	56597
131	70019
131	87281
9	106
9	103
9	162
9	199
9	243
9	566
9	305
9	2064
9	1129
9	1504
9	5439
9	4096
9	4012
9	56597
9	70019
9	87281
103	106
106	162
106	243
106	566
106	2064
106	1504
106	5439
106	4096
106	4012
106	56597
106	70019
106	87281
103	199
103	566
103	1129
103	1504
103	5439
103	4096
103	4012
103	56597
103	70019
103	87281
162	199
162	243
162	566
162	305
162	1129
162	1504
162	5439
162	4096
162	4012
162	56597
162	70019
162	87281
199	243
199	566
199	305
199	2064
199	1129
199	1504
199	5439
199	4096
199	4012
199	56597
199	70019
199	87281
243	566
243	305
243	2064
243	1129
243	1504
243	5439
243	4096
243	4012
243	56597
243	70019
243	87281
305	566
566	2064
566	1129
566	1504
566	5439
566	4096
566	4012
566	56597
566	70019
566	87281
305	2064
305	1504
305	5439
305	4096
305	4012
305	56597
305	70019
305	87281
1129	2064
1504	2064
2064	5439
2064	4096
2064	4012
2064	56597
2064	70019
2064	87281
1129	1504
1129	5439
1129	4096
1129	4012
1129	56597
1129	70019
1129	87281
1504	5439
1504	4096
1504	4012
1504	56597
1504	70019
1504	87281
4096	5439
4012	5439
5439	56597
5439	70019
5439	87281
4012	4096
4096	56597
4096	70019
4096	87281
4012	56597
4012	70019
4012	87281
56597	70019
56597	87281
70019	87281
72	103
11	103
84	103
103	330
103	142
11	72
72	84
72	330
72	399
72	2064
11	84
11	330
11	2064
84	330
84	399
84	142
84	2064
330	399
142	330
330	2064
142	399
399	2064
142	2064
9	140
6	9
9	332
6	140
140	332
6	332
11	123
11	6421
123	6421
103	222
103	244
222	244
142	215
215	230
215	740
215	2064
215	245048
142	230
142	740
142	245048
230	740
230	2064
230	245048
740	2064
740	245048
2064	245048
92	131
92	243
11	92
11	131
11	243
9	227049
243	227049
11	213
131	215
199	215
215	1504
21	103
103	857
21	857
92	103
20	92
92	216
92	143
20	103
103	216
20	131
131	216
11	20
20	216
20	143
11	216
143	216
92	245
230	245
92	230
6	245
6	259
245	259
107	143
107	161
107	327
107	70852
107	51754
143	327
143	70852
143	51754
161	327
161	70852
161	51754
327	70852
327	51754
51754	70852
267	267
267	1256
161	230
106	161
245	1498
215	245
213	245
245	1402
215	1498
1402	1498
213	215
215	1402
213	1402
9	10
9	2118
9	985
10	230
10	2118
10	985
230	2118
230	985
985	2118
230	286
299	305
299	32770
305	32770
312	1498
401	1498
982	1498
710	1498
230	312
230	401
230	982
230	710
312	401
312	982
312	710
401	982
401	710
710	982
230	1278
215	1278
10	215
10	286
10	107
10	330
10	331
10	424
10	374
215	286
107	215
215	330
215	331
215	424
103	215
215	374
107	286
286	330
286	331
286	424
103	286
286	374
107	330
107	331
107	424
103	107
107	374
330	424
330	374
331	424
103	331
331	374
103	424
374	424
103	374
10	25
25	230
25	255
25	295
25	1498
25	123
25	374
25	625
25	213
25	1278
25	883
25	790
