1,19,1,280,0
1,25,1,280,0
1,15,1,280,1
1,7,1,280,1
1,5,1,280,3
1,17,2,395,0
1,21,2,395,0
1,23,2,395,0
1,8,2,395,0
3,35,1,280,0
3,34,1,280,2
3,44,1,280,8
3,21,1,280,9
3,23,1,280,9
3,892,1,280,9
4,841,1,280,0
4,179,2,395,2
4,847,6,89,1
4,846,6,89,2
4,852,6,89,3
4,854,6,89,3
4,855,6,89,3
5,2394,1,280,0
5,7,1,280,1
5,857,1,280,2
5,395,1,280,3
5,8,1,280,3
5,1,1,280,3
6,411,1,280,0
6,2394,1,280,0
6,8,2,395,0
6,900,2,395,0
6,2393,2,395,1
6,114,2,395,1
6,2395,2,395,1
7,563,1,280,0
7,564,1,280,0
7,8,1,280,1
7,1,1,280,1
7,5,1,280,1
8,7,1,280,1
8,5,1,280,3
8,6,2,395,0
8,1,2,395,0
8,9,2,395,0
8,280,2,395,0
9,441,1,280,0
9,442,1,280,0
9,450,1,280,0
9,759,1,280,0
9,806,1,280,0
9,807,1,280,0
9,1997,1,280,0
9,2004,1,280,0
9,2059,1,280,0
9,2100,1,280,0
9,2161,1,280,0
9,2173,1,280,0
9,2213,1,280,0
9,2413,1,280,0
9,2556,1,280,0
9,2704,1,280,0
9,2705,1,280,0
9,2764,1,280,0
9,2765,1,280,0
9,2778,1,280,0
9,2841,1,280,0
9,2868,1,280,0
9,2880,1,280,0
9,2881,1,280,0
9,2888,1,280,0
9,2900,1,280,0
9,2905,1,280,0
9,2921,1,280,0
9,2926,1,280,0
9,2931,1,280,0
9,2933,1,280,0
9,2934,1,280,0
9,2939,1,280,0
9,2940,1,280,0
9,2954,1,280,0
9,2958,1,280,0
9,2959,1,280,0
9,2972,1,280,0
9,2974,1,280,0
9,2977,1,280,0
9,2988,1,280,0
9,3004,1,280,0
9,3006,1,280,0
9,3018,1,280,0
9,3031,1,280,0
9,3040,1,280,0
9,3041,1,280,0
9,3042,1,280,0
9,3047,1,280,0
9,3048,1,280,0
9,3053,1,280,0
9,3068,1,280,0
9,3117,1,280,0
9,3118,1,280,0
9,3153,1,280,0
9,3154,1,280,0
9,3155,1,280,0
9,3156,1,280,0
9,3159,1,280,0
9,3162,1,280,0
9,3173,1,280,0
9,3192,1,280,0
9,3193,1,280,0
9,3200,1,280,0
9,3207,1,280,0
9,3221,1,280,0
9,3222,1,280,0
9,3224,1,280,0
9,3230,1,280,0
9,3235,1,280,0
9,3243,1,280,0
9,3255,1,280,0
9,3257,1,280,0
9,3258,1,280,0
9,3259,1,280,0
9,3267,1,280,0
9,3271,1,280,0
9,3275,1,280,0
9,3288,1,280,0
9,3327,1,280,0
9,3328,1,280,0
9,3345,1,280,0
9,3361,1,280,0
9,3365,1,280,0
9,3367,1,280,0
9,3273,1,280,1
9,3326,1,280,1
9,3002,1,280,2
9,2923,1,280,2
9,3035,2,395,0
9,2871,2,395,0
9,2229,2,395,0
9,3055,2,395,0
9,3087,2,395,0
9,2894,2,395,0
