1,568,8,3,733
1,568,4,179,1307
1,568,2,552,1312
1,568,32,3,286
1,568,18,11,450
1,568,3,1320,640
1,568,5,38,111
1,4738,5,12699,1
1,4738,2,552,38
1,4738,51,18,36
1,4738,5,38,27
1,4738,4,179,125
1,4738,6,169,81
1,4738,8,3,66
1,4738,3,1320,96
1,4738,11,23,60
1,4738,18,11,51
1,4738,32,3,48
1,17795,76,87,98
1,17795,51,18,149
1,17795,2,552,354
1,17795,5,38,91
1,17795,4,179,573
1,17795,6,169,443
1,17795,8,3,460
1,17795,3,1320,418
1,17795,11,23,311
1,17795,13,5607,4
1,17795,18,11,300
1,17795,32,3,234
1,568,11,23,459
1,568,51,18,107
1,568,6,169,809
1,4738,76,87,34
1,17795,9,3097,7
1,7607,76,87,4
1,7607,51,18,5
1,7607,4,179,53
1,7607,18,11,13
1,7607,2,552,4
1,7607,5,38,8
1,7607,6,169,17
1,7607,7,13363,1
1,7607,8,3,19
1,7607,3,1320,24
1,7607,11,23,12
1,7607,32,3,7
1,568,76,87,18
1,4738,13,5607,1
1,568,2,664,12
1,568,5,12699,2
1,17795,3,17881,3
1,568,3,17881,4
1,568,13,5607,2
1,17795,5,12699,1
1,568,9,3097,3
1,568,2,16614,2
1,568,7,13363,1
1,17795,2,664,1
2,552,3,17881,4
2,552,9,3097,3
2,552,7,13363,4
2,552,5,12699,4
2,552,76,87,156
2,552,4,179,1296
2,552,8,3,971
2,552,5,38,184
2,552,32,3,583
2,552,18,11,778
2,552,6,169,920
2,552,3,1320,663
2,552,11,23,747
2,552,51,18,307
2,552,13,5607,5
2,664,11,23,5
2,664,4,179,22
2,664,6,169,8
2,664,18,11,1
2,664,8,3,15
2,664,32,3,1
2,664,3,1320,12
2,16614,18,11,1
2,16614,4,179,2
2,16614,3,1320,1
2,16614,6,169,1
2,664,3,17881,1
3,1320,9,3097,1
3,1320,7,13363,3
3,1320,5,12699,1
3,1320,4,179,624
3,1320,5,38,104
3,1320,6,169,525
3,1320,76,87,151
3,1320,8,3,535
3,1320,11,23,458
3,1320,18,11,481
3,1320,32,3,417
3,1320,51,18,282
3,1320,13,5607,4
3,17881,4,179,8
3,17881,18,11,4
3,17881,6,169,5
3,17881,32,3,1
3,17881,8,3,1
4,179,9,3097,2
4,179,7,13363,4
4,179,5,12699,4
4,179,8,3,745
4,179,5,38,123
4,179,18,11,752
4,179,32,3,609
4,179,6,169,640
4,179,76,87,157
4,179,11,23,682
4,179,51,18,310
4,179,13,5607,6
5,38,7,13363,1
5,38,13,5607,2
5,38,51,18,88
5,38,11,23,96
5,38,76,87,36
5,38,6,169,89
5,38,18,11,111
5,38,8,3,109
5,38,32,3,90
5,12699,51,18,2
5,12699,8,3,2
5,12699,6,169,3
5,12699,18,11,2
5,12699,11,23,1
6,169,9,3097,3
6,169,8,3,392
6,169,11,23,405
6,169,18,11,457
6,169,32,3,438
6,169,51,18,267
6,169,13,5607,4
6,169,76,87,153
6,169,7,13363,4
7,13363,76,87,1
7,13363,51,18,2
7,13363,32,3,1
7,13363,18,11,2
7,13363,11,23,2
7,13363,8,3,2
8,3,9,3097,2
8,3,76,87,151
8,3,13,5607,4
8,3,51,18,283
8,3,11,23,327
8,3,32,3,400
8,3,18,11,425
9,3097,18,11,1
9,3097,11,23,1
9,3097,32,3,1
11,23,76,87,150
11,23,13,5607,3
11,23,51,18,237
11,23,32,3,289
11,23,18,11,263
13,5607,76,87,2
13,5607,51,18,4
13,5607,32,3,3
13,5607,18,11,3
18,11,76,87,139
18,11,51,18,243
18,11,32,3,256
32,3,76,87,152
32,3,51,18,179
51,18,76,87,82
