1,568,8,3,0.12085737840065952
1,568,4,179,0.1465903992821893
1,568,2,552,0.11564565888056412
1,568,32,3,0.05692675159235669
1,568,18,11,0.08665511265164645
1,568,3,1320,0.08251676121712223
1,568,5,38,0.021941095078078673
1,4738,5,12699,0.000536480686695279
1,4738,2,552,0.003871625063678044
1,4738,51,18,0.01705352913311227
1,4738,5,38,0.011543394613082514
1,4738,4,179,0.017137373183438442
1,4738,6,169,0.018552450755840586
1,4738,8,3,0.01680244399185336
1,4738,3,1320,0.017467248908296942
1,4738,11,23,0.019815059445178335
1,4738,18,11,0.018292682926829267
1,4738,32,3,0.01952807160292921
1,17795,76,87,0.027543563799887576
1,17795,51,18,0.04068814855270344
1,17795,2,552,0.03171190540177372
1,17795,5,38,0.0231023102310231
1,17795,4,179,0.06733254994124559
1,17795,6,169,0.07815808045165844
1,17795,8,3,0.08849557522123894
1,17795,3,1320,0.061128985083357706
1,17795,11,23,0.07002927268633191
1,17795,13,5607,0.0011350737797956867
1,17795,18,11,0.07137758743754462
1,17795,32,3,0.05945121951219512
1,568,11,23,0.08448371065709552
1,568,51,18,0.022089182493806772
1,568,6,169,0.12558211735485875
1,4738,76,87,0.017364657814096015
1,17795,9,3097,0.0019931662870159455
1,7607,76,87,0.0036529680365296802
1,7607,51,18,0.0040032025620496394
1,7607,4,179,0.008187857253205623
1,7607,18,11,0.006725297465080186
1,7607,2,552,0.00044662795891022776
1,7607,5,38,0.005460750853242321
1,7607,6,169,0.004806333050607859
1,7607,7,13363,0.0010362694300518134
1,7607,8,3,0.006164828033744322
1,7607,3,1320,0.0051336898395721925
1,7607,11,23,0.005497022446174988
1,7607,32,3,0.0043586550435865505
1,568,76,87,0.0037672666387609877
1,4738,13,5607,0.0005367686527106817
1,568,2,664,0.002533783783783784
1,568,5,12699,0.00042854081851296334
1,17795,3,17881,0.0008493771234428086
1,568,3,17881,0.0008563476771569257
1,568,13,5607,0.0004286326618088298
1,17795,5,12699,0.0002834467120181406
1,568,9,3097,0.0006443298969072165
1,568,2,16614,0.0004299226139294927
1,568,7,13363,0.0002145002145002145
1,17795,2,664,0.0002772387025228722
